GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,LFDAU_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,WRINV_NO,MBLZ_PRVTM_GAS_REL_INST_CNT,UPCLS_INST_NM,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,ROAD_NM,FCLT_PLC_SCLSF_NM,HNUM_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,SPNWS_CN,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,GRNDS_CTPV_NM,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT
20130610,담배꽁초,담뱃불/라이터불,20130610,6,15,21.0,내면119지역대,임야,산불,홍천군,20130610,80,0,1,15600,쓰레기류,130610000000000.0,0,강원소방본부,60,0,,131300,134929,140000,맑음,을수길360-136,국유림,276,20130610,,,132230,0,,9,임야,162500,5,0,20130610,담뱃불,,131341,20130610,담뱃불/라이터불,2659,쓰레기,90.0,23.0,홍천소방서,20130610,0,,2013,평지,53,강원도,부주의,0,50,4.0,1031,서석119안전센터,0
20130611,미상,미상,20130611,2,249,17.0,,임야,산불,양구군,20130611,51,4,2,44018,기타,130611000000000.0,35,강원소방본부,88,0,,154000,161018,184018,흐림,,사유림,112,20130611,,,154318,0,,8,임야,193218,0,0,20130611,미상,,154043,20130611,미상,2700,기타,0.0,0.0,춘천소방서,20130611,23,,2013,산중턱,54,강원도,미상,200,11,4.0,23000,양구119안전센터,0
20130811,담배꽁초,담뱃불/라이터불,20130811,6,15,29.0,가곡119지역대,임야,산불,삼척시,20130811,64,0,0,20822,종이/목재/건초등,130811000000000.0,0,강원소방본부,33,0,,123900,130222,144522,맑음,덕풍길1085,국유림,128,20130811,,,125124,0,,15,임야,154622,0,0,20130811,담뱃불,,123917,20130811,담뱃불,1058,풀/나뭇잎,135.0,12.0,삼척소방서,20130811,0,,2013,산중턱,55,강원도,부주의,0,46,4.0,14300,원덕119안전센터,0
20130825,담배꽁초,담뱃불/라이터불,20130825,5,89,22.0,,임야,산불,정선군,20130825,22,25,2,84055,종이/목재/건초등,130826000000000.0,11,강원소방본부,86,0,,200500,201954,225806,구름조금,마산재길201,사유림,39,20130825,,,200729,0,,11,임야,231149,25,15,20130825,담뱃불,,200535,20130825,담뱃불,1225,풀/나뭇잎,180.0,2.0,정선소방서,20130825,0,,2013,산중턱,56,강원도,부주의,0,19,4.0,23812,조양119안전센터,0
20131020,불씨/불꽃/화원방치,불꽃/불티,20131020,4,10,17.0,용평119지역대,임야,산불,평창군,20131020,36,0,0,73500,종이/목재/건초등,131020000000000.0,0,강원소방본부,83,0,,71000,72600,74000,흐림,배나무정길50-1,사유림,285-1,20131020,,,71200,0,,10,임야,85000,0,0,20131020,쓰레기소각장,,71058,20131020,쓰레기/논밭두렁,1400,풀/나뭇잎,0.0,6.0,평창소방서,20131020,0,,2013,산아래,57,강원도,부주의,0,15,4.0,1400,봉평119안전센터,0
20131027,쓰레기소각,담뱃불/라이터불,20131027,4,10,4.0,,임야,산불,정선군,20131027,48,0,0,104823,종이/목재/건초등,131027000000000.0,0,강원소방본부,93,0,,100700,104823,104823,맑음,,사유림,98,20131027,,,100836,0,,10,임야,104823,0,0,20131027,성묘객,,100716,20131027,라이터불/성냥불,3947,풀/나뭇잎,0.0,0.0,정선소방서,20131027,0,,2013,산아래,58,강원도,부주의,0,10,4.0,0,임계119안전센터,0
20131029,기타,미상,20131029,8,43,16.0,,임야,산불,춘천시,20131029,19,15,2,33051,기타,131029000000000.0,0,강원소방본부,55,0,,143000,145330,155030,구름많음,,국유림,46,20131029,,,143330,0,,10,임야,164650,0,16,20131029,담뱃불,,143036,20131029,미상,2000,기타,225.0,0.0,춘천소방서,20131029,0,,2013,산중턱,59,강원도,기타,0,19,4.0,5700,후평119안전센터,0
20131101,담배꽁초,담뱃불/라이터불,20131101,9,50,16.0,,임야,산불,인제군,20131101,52,0,0,43050,종이/목재/건초등,131101000000000.0,10,강원소방본부,69,0,,154500,155550,164550,구름조금,왜골길85,국유림,138,20131101,,,154650,0,,20,임야,181150,0,20,20131101,담뱃불,,154559,20131101,담뱃불,900,풀/나뭇잎,0.0,4.0,인제소방서,20131101,0,,2013,산정상,60,강원도,부주의,0,20,4.0,5000,기린119안전센터,0
20131108,방화,담뱃불/라이터불,20131108,7,34,9.0,,임야,산불,양양군,20131108,18,12,4,95158,종이/목재/건초등,131109000000000.0,0,강원소방본부,87,0,,213100,214958,215158,맑음,,사유림,26,20131108,,,213258,0,,11,임야,231058,5,2,20131108,입산자실화,,213105,20131108,라이터불/성냥불,1700,풀/나뭇잎,225.0,0.0,양양소방서,20131108,0,,2013,산중턱,61,강원도,방화,0,4,4.0,200,양양119안전센터,0
20131112,미상,미상,20131112,12,71,-4.0,,임야,산불,태백시,20131113,18,0,5,103000,종이/목재/건초등,131113000000000.0,40,강원소방본부,74,0,,184800,194400,234000,맑음,,국유림,,20131112,,,192652,0,,6,임야,125000,0,20,20131112,미상,,184857,20131112,미상,1708,풀/나뭇잎,225.0,0.0,태백소방서,20131112,0,,2013,산중턱,62,강원도,미상,0,18,4.0,35600,장성119안전센터,0
20131120,방화의심,담뱃불/라이터불,20131120,9,26,5.0,,임야,산불,강릉시,20131120,4,0,5,61459,미상,131120000000000.0,0,강원소방본부,30,0,,175900,180859,181559,맑음,모산로255-20,사유림,342,20131120,종이/목재/건초등,,180059,0,기상(건조/강풍등),11,임야,182259,8,2,20131120,기타,,175955,20131120,라이터불/성냥불,800,미상,270.0,0.0,강릉소방서,20131120,121,풀/나뭇잎,2013,산아래,63,강원도,방화의심,0,3,4.0,700,내곡119안전센터,0
20131123,미상,미상,20131122,8,36,-1.0,,임야,산불,태백시,20131124,30,0,4,111408,미상,131123000000000.0,22,강원소방본부,78,0,,221700,224746,22508,흐림,백두대간로1633,사유림,85,20131123,,,221935,0,,8,임야,30025,0,2,20131122,미상,,221744,20131124,미상,2811,미상,270.0,0.0,태백소방서,20131123,0,,2013,산정상,64,강원도,미상,0,25,4.0,33722,화전119안전센터,0
20131124,쓰레기소각,불꽃/불티,20131124,6,27,8.0,,임야,산불,평창군,20131124,43,0,2,31000,종이/목재/건초등,131124000000000.0,7,강원소방본부,43,0,,144300,145600,153000,맑음,쉴터골길86-20,사유림,1120,20131124,,,144400,0,,6,임야,165000,0,12,20131124,쓰레기소각장,,144307,20131124,쓰레기/논밭두렁,1200,풀/나뭇잎,45.0,0.0,평창소방서,20131124,0,,2013,평지,65,강원도,부주의,0,6,4.0,3400,진부119안전센터,0
20131201,미상,미상,20131201,13,39,7.0,,임야,산불,강릉시,20131201,8,0,2,100541,종이/목재/건초등,131201000000000.0,0,강원소방본부,38,0,,214000,215249,222218,맑음,,공유림,31,20131201,종이/목재/건초등,,214234,0,기타/기상(건조/강풍등),17,임야,222518,0,20,20131201,미상,건조주의보,214059,20131201,미상,1015,풀/나뭇잎,315.0,0.0,강릉소방서,20131201,440,풀/나뭇잎,2013,산아래,66,강원도,미상,0,4,8.0,2929,내곡119안전센터,0
20131204,불씨/불꽃/화원방치,불꽃/불티,20131204,13,47,12.0,정동119지역대,임야,산불,강릉시,20131204,10,17,2,113312,종이/목재/건초등,131204000000000.0,0,강원소방본부,31,0,,110600,111912,113412,맑음,둔지길90-22,사유림,485-1,20131204,종이/목재/건초등,,110712,0,원거리소방서/화재인지/신고지연,16,임야,115712,0,12,20131204,기타,건조주의보,110611,20131204,불꽃/불티,1200,풀/나뭇잎,270.0,13.0,강릉소방서,20131204,198,풀/나뭇잎,2013,산아래,67,강원도,부주의,0,22,4.0,1500,옥계119안전센터,0
20131206,쓰레기소각,불꽃/불티,20131206,4,23,4.0,,임야,산불,원주시,20131206,11,7,0,13739,종이/목재/건초등,131206000000000.0,0,강원소방본부,0,0,,132000,133006,133952,맑음,하촌길33,사유림,260-1,20131206,종이/목재/건초등,,132104,0,기상(건조/강풍등),8,임야,143823,0,8,20131206,쓰레기소각장,,132003,20131206,쓰레기/논밭두렁,902,풀/나뭇잎,90.0,0.0,원주소방서,20131206,0,풀/나뭇잎,2013,산아래,68,강원도,부주의,0,4,4.0,946,태장119안전센터,0
20131206,미상,미상,20131206,23,234,7.0,,임야,산불,양양군,20131206,28,15,5,23736,종이/목재/건초등,131206000000000.0,59,강원소방본부,0,0,,140200,142442,144500,구름조금,,공유림,33,20131206,,,140300,0,,15,임야,151345,100,40,20131206,미상,,140225,20131206,미상,2142,풀/나뭇잎,45.0,0.0,양양소방서,20131206,0,,2013,산아래,69,강원도,미상,0,6,4.0,2018,하조대119안전센터,0
20131228,미상,미상,20131228,2,153,-4.0,서화119지역대,임야,산불,인제군,20131228,27,0,0,41457,미상,131228000000000.0,0,강원소방본부,38,0,,133600,140548,172131,맑음,,국유림,1550,20131228,,,134146,0,,3,임야,173412,0,0,20131228,미상,,133624,20131228,미상,2402,미상,135.0,9.0,인제소방서,20131228,0,,2013,미상,70,강원도,미상,150,17,4.0,31543,원통119안전센터,0
20140101,미상,미상,20140101,6,27,4.0,,임야,산불,강릉시,20140101,5,0,2,41849,미상,140101000000000.0,10,강원소방본부,24,0,,40300,40930,420320,맑음,모산로276-5,사유림,673-4,20140101,종이/목재/건초등,,40437,0,가연성물질의급격한연소,15,임야,43724,0,0,20140101,미상,건조주의보,40302,20140101,미상,453,미상,45.0,0.0,강릉소방서,20140101,0,종이/목재/건초등,2014,산아래,1,강원도,미상,0,3,4.0,1350,내곡119안전센터,0
20140101,미상,미상,20140101,11,34,0.0,,임야,산불,강릉시,20140101,8,6,2,95300,종이/목재/건초등,140101000000000.0,0,강원소방본부,0,0,,94000,94551,100000,구름조금,,사유림,460-6,20140101,종이/목재/건초등,,94135,0,,18,임야,103000,0,8,20140101,미상,,94009,20140101,미상,416,풀/나뭇잎,225.0,0.0,강릉소방서,20140101,247,풀/나뭇잎,2014,산아래,2,강원도,미상,0,4,4.0,1409,내곡119안전센터,0
20140113,논/임야태우기,불꽃/불티,20140113,9,56,0.0,,임야,산불,화천군,20140113,47,31,2,21043,종이/목재/건초등,140113000000000.0,0,강원소방본부,0,0,,123400,125743,143043,맑음,계파로1149-20,사유림,411-1,20140113,종이/목재/건초등,,123643,0,기상(건조/강풍등),8,임야,152643,5,10,20140113,논/밭두렁,,123444,20140113,쓰레기/논밭두렁,2100,풀/나뭇잎,,10.0,춘천소방서,20140113,0,풀/나뭇잎,2014,산아래,3,강원도,부주의,0,16,,13300,화천119안전센터,0
20140115,담배꽁초,담뱃불/라이터불,20140115,20,180,2.0,,임야,산불,삼척시,20140115,41,46,4,51747,종이/목재/건초등,140115000000000.0,0,강원소방본부,45,0,,161900,162547,181747,맑음,흥전안길59-8,국유림,,20140115,,,162047,0,,15,임야,183047,50,65,20140115,미상,,161903,20140115,담뱃불,500,종이/목재/건초등,135.0,0.0,삼척소방서,20140115,0,,2014,산중턱,4,강원도,부주의,0,4,4.0,15200,도계119안전센터,0
20140116,불씨/불꽃/화원방치,불꽃/불티,20140116,18,136,6.0,북평119지역대,임야,산불,정선군,20140116,18,50,3,14031,종이/목재/건초등,140116000000000.0,20,강원소방본부,50,0,,104400,105031,143031,맑음,단임길397,국유림,1,20140116,,,104531,0,,13,임야,162831,20,30,20140116,모닥불,,104453,20140116,비화,500,풀/나뭇잎,225.0,9.0,정선소방서,20140116,0,,2014,산중턱,5,강원도,부주의,0,18,4.0,34000,조양119안전센터,0
20140119,담배꽁초,담뱃불/라이터불,20140119,6,66,-2.0,,임야,산불,원주시,20140119,22,33,4,81347,종이/목재/건초등,140119000000000.0,4,강원소방본부,48,0,,193100,194738,201758,맑음,,사유림,38,20140119,종이/목재/건초등,,193258,0,화재인지/신고지연,11,임야,213707,0,14,20140119,담뱃불,,193145,20140119,담뱃불,1440,풀/나뭇잎,45.0,0.0,원주소방서,20140119,0,풀/나뭇잎,2014,산아래,6,강원도,부주의,0,3,4.0,3020,신림119안전센터,0
20140226,논/임야태우기,불꽃/불티,20140226,11,74,15.0,화촌119지역대,임야,산불,홍천군,20140226,22,36,0,25000,종이/목재/건초등,140226000000000.0,0,강원소방본부,26,0,,140100,142053,153000,맑음,,사유림,28,20140226,종이/목재/건초등,,140236,0,기타/화재인지/신고지연,8,임야,155500,0,30,20140226,기타,,140128,20140226,쓰레기/논밭두렁,1817,풀/나뭇잎,225.0,10.0,홍천소방서,20140226,0,풀/나뭇잎,2014,산아래,7,강원도,부주의,0,22,4.0,10907,홍천119안전센터,0
20140227,논/임야태우기,불꽃/불티,20140227,17,107,12.0,,임야,산불,횡성군,20140227,16,16,3,11736,종이/목재/건초등,140227000000000.0,0,강원소방본부,490,0,,122600,124958,134717,맑음,,사유림,111,20140227,,,122752,0,,17,임야,150000,39,32,20140227,논/밭두렁,,122612,20140227,쓰레기/논밭두렁,2206,풀/나뭇잎,90.0,0.0,횡성소방서,20140227,0,,2014,평지,8,강원도,부주의,0,7,4.0,5719,우천119안전센터,0
20140302,쓰레기소각,불꽃/불티,20140302,5,58,8.0,,임야,산불,철원군,20140302,19,23,4,52528,종이/목재/건초등,140302000000000.0,0,강원소방본부,28,0,,163200,164728,173028,맑음,대마2길32,사유림,,20140302,,,163428,0,,11,임야,183528,10,10,20140302,논/밭두렁,,163259,20140302,쓰레기/논밭두렁,1300,풀/나뭇잎,315.0,0.0,철원소방서,20140302,0,,2014,산아래,9,강원도,부주의,0,9,4.0,4300,동송119안전센터,0
20140303,논/임야태우기,담뱃불/라이터불,20140303,13,53,10.0,명륜119지역대,임야,산불,원주시,20140303,27,18,5,121850,종이/목재/건초등,140303000000000.0,0,강원소방본부,60,0,,113700,120953,121917,맑음,,사유림,116-1,20140303,종이/목재/건초등,,114019,0,가연성물질의급격한연소,10,임야,131453,0,20,20140303,논/밭두렁,,113742,20140303,라이터불/성냥불,2934,풀/나뭇잎,315.0,0.0,원주소방서,20140303,0,풀/나뭇잎,2014,산아래,10,강원도,부주의,0,27,4.0,924,혁신119안전센터,0
20140303,논/임야태우기,담뱃불/라이터불,20140303,10,70,10.0,,임야,산불,원주시,20140303,5,15,2,23256,종이/목재/건초등,140303000000000.0,0,강원소방본부,25,0,,140600,141644,144602,맑음,,사유림,157-8,20140303,종이/목재/건초등,,140724,0,가연성물질의급격한연소,15,임야,150456,30,8,20140303,논/밭두렁,,140632,20140303,라이터불/성냥불,920,풀/나뭇잎,315.0,0.0,원주소방서,20140303,0,풀/나뭇잎,2014,산아래,11,강원도,부주의,0,4,4.0,2918,단구119안전센터,0
20140305,기타(부주의),담뱃불/라이터불,20140305,8,100,6.0,,임야,산불,춘천시,20140305,33,36,3,35510,쓰레기류,140305000000000.0,0,강원소방본부,22,0,,150700,152854,161030,맑음,박암관천길93-54,사유림,922-2,20140305,,,150812,0,,16,임야,164008,30,15,20140305,담뱃불,,150708,20140305,라이터불/성냥불,2042,기타쓰레기,,0.0,춘천소방서,20140305,0,,2014,산아래,12,강원도,부주의,0,13,8.0,4136,강촌119안전센터,0
20140305,담배꽁초,담뱃불/라이터불,20140305,2,43,0.0,,임야,산불,춘천시,20140305,32,30,0,41525,기타,140305000000000.0,0,강원소방본부,0,0,,153900,160656,162352,맑음,,국유림,1036-1,20140305,,,154124,0,,8,임야,172414,0,5,20140305,담뱃불,,153939,20140305,담뱃불,2532,기타,,0.0,춘천소방서,20140305,1155,,2014,산아래,13,강원도,부주의,0,32,,1656,후평119안전센터,0
20140307,쓰레기소각,불꽃/불티,20140307,19,411,2.0,김삿갓119지역대,임야,산불,영월군,20140307,12,36,10,24542,종이/목재/건초등,140307000000000.0,0,강원소방본부,17,0,,115100,120217,211000,맑음,,공유림,150,20140307,종이/목재/건초등,,115445,0,가연성물질의급격한연소/기상(건조/강풍등),20,임야,211100,101,204,20140307,논/밭두렁,건조주의보,115157,20140307,쓰레기/논밭두렁,732,풀/나뭇잎,315.0,5.0,영월소방서,20140307,0,풀/나뭇잎,2014,산아래,14,강원도,부주의,40,20,4.0,90743,중동119안전센터,0
20140307,담배꽁초,담뱃불/라이터불,20140307,5,58,5.0,,임야,산불,춘천시,20140307,21,22,0,23023,종이/목재/건초등,140307000000000.0,0,강원소방본부,23,0,,133700,135216,145228,맑음,당숲안길157,사유림,601,20140307,,,133908,0,,11,임야,145235,0,25,20140307,담뱃불,,133758,20140307,담뱃불,1308,종이/목재/건초등,315.0,0.0,춘천소방서,20140307,0,,2014,산아래,15,강원도,부주의,0,9,4.0,10012,강촌119안전센터,0
20140307,기타,불꽃/불티,20140307,10,107,5.0,북방119지역대,임야,산불,홍천군,20140307,16,28,0,34343,종이/목재/건초등,140307000000000.0,15,강원소방본부,13,0,,150800,152726,164500,맑음,성동로1214-43,사유림,48,20140307,,,151026,0,,14,임야,174500,10,40,20140307,기타,,150806,20140307,굴뚝아궁이,1700,풀/나뭇잎,225.0,14.0,홍천소방서,20140307,0,,2014,산아래,16,강원도,기타,0,16,4.0,11734,홍천119안전센터,0
20140310,쓰레기소각,불꽃/불티,20140310,3,95,5.0,,임야,산불,화천군,20140310,40,21,0,104200,쓰레기류,140310000000000.0,0,강원소방본부,0,0,,101900,102600,114400,맑음,가손이길90,사유림,43,20140310,,,102112,0,,10,임야,115000,35,29,20140310,논/밭두렁,,101949,20140310,쓰레기/논밭두렁,448,쓰레기,270.0,0.0,춘천소방서,20140310,0,,2014,평지,17,강원도,부주의,0,5,4.0,11800,화천119안전센터,0
20140310,논/임야태우기,불꽃/불티,20140310,12,51,5.0,,임야,산불,홍천군,20140310,13,3,0,120521,기타,140310000000000.0,4,강원소방본부,21,1,,113900,115441,120750,맑음,높은터로96,국유림,1,20140310,,,114040,0,,11,임야,125652,33,0,20140310,논/밭두렁,,113953,20140310,쓰레기/논밭두렁,1401,기타,0.0,0.0,홍천소방서,20140310,0,,2014,평지,18,강원도,부주의,0,13,4.0,1309,홍천119안전센터,1
20140311,담배꽁초,담뱃불/라이터불,20140311,8,95,4.0,명륜119지역대,임야,산불,원주시,20140311,33,26,0,52755,종이/목재/건초등,140311000000000.0,0,강원소방본부,38,0,,164900,172112,173650,맑음,지둔길108,사유림,13,20140311,,,165047,0,가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서,13,임야,182039,50,6,20140311,담뱃불,,164900,20140311,담뱃불,3025,풀/나뭇잎,0.0,15.0,원주소방서,20140311,0,,2014,산아래,19,강원도,부주의,0,33,,1538,혁신119안전센터,0
20140315,불장난,담뱃불/라이터불,20140315,9,26,11.0,,임야,산불,강릉시,20140315,7,0,2,110344,종이/목재/건초등,140315000000000.0,0,강원소방본부,25,0,,105600,110035,110818,맑음,경포로463번안길14,사유림,,20140315,,,105655,0,,10,임야,111319,0,14,20140315,입산자실화,,105621,20140315,담뱃불/라이터불,340,종이,315.0,0.0,강릉소방서,20140315,0,,2014,산정상,20,강원도,부주의,0,1,4.0,743,경포119안전센터,0
20140324,기타(부주의),불꽃/불티,20140324,9,128,16.0,두촌119지역대,임야,산불,홍천군,20140324,24,30,3,52059,종이/목재/건초등,140324000000000.0,48,강원소방본부,0,0,,162400,163059,173131,맑음,,국유림,170-1,20140324,,,162704,0,,9,임야,181859,0,38,20140324,기타,,162458,20140324,불꽃/불티,355,풀/나뭇잎,180.0,2.0,홍천소방서,20140324,0,,2014,산아래,21,강원도,부주의,0,24,8.0,10032,홍천119안전센터,0
20140324,누전/지락,작동기기,20140324,34,615,15.0,,임야,산불,양양군,20140324,13,200,40,80700,종이/목재/건초등,140324000000000.0,80,강원소방본부,31,0,,191400,192408,202000,맑음,,사유림,,20140324,종이/목재/건초등,,191514,0,가연성물질의급격한연소,45,임야,224000,0,200,20140324,기타,건조주의보,191408,20140324,불꽃/스파크/정전기,854,풀/나뭇잎,225.0,0.0,양양소방서,20140324,4332,풀/나뭇잎,2014,산아래,22,강원도,전기적요인,50,7,8.0,5552,양양119안전센터,0
20140327,불씨/불꽃/화원방치,담뱃불/라이터불,20140327,10,38,21.0,,임야,산불,철원군,20140327,1,5,6,43822,종이/목재/건초등,140327000000000.0,20,강원소방본부,27,0,,154800,155225,164852,맑음,호국로5204,사유림,산304-3,20140327,종이/목재/건초등,,154922,0,,7,임야,173310,0,0,20140327,입산자실화,,154843,20140327,라이터불/성냥불,303,풀/나뭇잎,225.0,0.0,철원소방서,20140327,0,풀/나뭇잎,2014,산중턱,23,강원도,부주의,0,9,4.0,5627,태봉119안전센터,0
